,host_acceptance_rate,host_response_rate,price,number_of_reviews,review_scores_location,review_scores_cleanliness,availability_365,reviews_per_month,review_scores_communication,room_type,property_type
272,0.94,0.98,782.0,39,4.95,4.97,362,0.43,4.79,Entire home/apt,Entire loft
273,1.0,1.0,3034.0,161,4.94,4.98,79,1.82,4.96,Entire home/apt,Entire condo
274,0.6,1.0,600.0,1,5.0,5.0,57,0.16,5.0,Private room,Private room in guesthouse
275,1.0,1.0,990.0,308,4.88,4.91,258,3.62,4.92,Entire home/apt,Entire home
276,0.75,1.0,450.0,0,4.92,4.5,362,0.15,5.0,Private room,Private room in rental unit
277,0.43,1.0,1500.0,15,4.92,4.5,267,0.15,5.0,Entire home/apt,Entire rental unit
278,0.43,0.8,428.0,6,3.83,4.67,145,0.07,4.17,Private room,Private room in home
279,0.83,1.0,545.0,26,4.92,4.68,180,0.25,4.92,Private room,Private room in rental unit
280,0.92,1.0,3128.0,111,4.93,4.8,362,1.12,4.97,Entire home/apt,Entire rental unit
281,1.0,1.0,782.0,8,4.75,5.0,315,1.33,5.0,Entire home/apt,Entire rental unit
282,0.2,0.57,424.0,17,4.94,4.76,272,0.19,4.82,Private room,Private room in rental unit
283,0.86,0.0,1000.0,77,4.99,4.93,274,0.76,4.96,Private room,Private room in home
284,1.0,1.0,3800.0,141,4.93,4.88,56,1.39,4.97,Entire home/apt,Entire rental unit
285,0.94,0.98,956.0,104,4.94,4.91,354,1.07,4.68,Entire home/apt,Entire rental unit
286,0.99,1.0,1006.0,58,4.7,4.81,175,0.64,4.95,Entire home/apt,Entire serviced apartment
287,0.96,1.0,1055.0,71,4.54,4.7,2,0.89,4.85,Entire home/apt,Entire rental unit
288,1.0,1.0,1543.0,260,4.92,4.96,297,3.51,4.8,Entire home/apt,Entire loft
289,1.0,1.0,1100.0,23,4.95,4.95,363,0.23,4.91,Private room,Private room in rental unit
290,1.0,1.0,1199.0,384,4.98,4.63,269,5.3,4.76,Entire home/apt,Entire condo
291,1.0,1.0,1618.0,224,4.89,4.95,343,2.29,4.99,Entire home/apt,Entire rental unit
292,0.0,1.0,454.0,0,4.91,4.79,365,2.2,4.89,Private room,Private room in rental unit
293,0.9,1.0,805.0,214,4.91,4.79,77,2.2,4.89,Entire home/apt,Entire condo
294,0.77,1.0,4140.0,0,4.97,4.79,364,1.62,4.88,Private room,Private room in home
295,0.77,1.0,3071.0,164,4.97,4.79,335,1.62,4.88,Private room,Private room in home
296,0.0,1.0,563.0,111,4.98,4.85,214,1.14,4.97,Private room,Private room in rental unit
297,0.5,0.93,690.0,4,4.75,4.5,365,0.04,4.5,Private room,Private room in rental unit
298,0.98,0.93,358.0,346,4.91,4.55,49,3.84,4.91,Private room,Private room in rental unit
299,1.0,1.0,1829.0,138,4.84,4.98,256,1.37,5.0,Entire home/apt,Entire condo
300,1.0,1.0,447.0,81,4.9,4.3,363,0.8,4.94,Entire home/apt,Entire rental unit
301,1.0,0.9,1034.0,317,4.92,4.87,308,3.24,4.88,Entire home/apt,Entire rental unit
302,1.0,1.0,896.0,105,4.96,4.88,79,1.31,4.92,Entire home/apt,Entire condo
303,0.99,1.0,1271.0,33,4.82,4.82,344,0.32,4.94,Entire home/apt,Entire rental unit
304,0.92,1.0,672.0,86,4.61,4.54,365,0.84,4.86,Entire home/apt,Entire rental unit
305,1.0,0.0,998.0,0,4.83,4.91,365,2.22,4.89,Private room,Private room in bed and breakfast
306,1.0,1.0,1489.0,222,4.83,4.91,208,2.22,4.89,Entire home/apt,Entire rental unit
307,1.0,0.99,399.0,346,4.97,4.72,246,3.53,4.88,Private room,Private room in home
308,0.8,1.0,1111.0,65,4.94,4.88,295,0.65,4.83,Entire home/apt,Entire home
309,1.0,1.0,2233.0,412,4.96,4.86,297,3.95,4.94,Entire home/apt,Entire condo
310,0.99,1.0,880.0,88,4.96,4.78,332,0.85,4.94,Entire home/apt,Entire rental unit
311,0.99,0.99,726.0,56,4.98,4.75,347,0.59,4.88,Entire home/apt,Entire rental unit
312,0.35,1.0,350.0,12,5.0,4.67,183,0.12,5.0,Private room,Private room in rental unit
313,0.92,1.0,1235.0,58,4.95,4.86,30,0.56,4.98,Entire home/apt,Entire rental unit
314,0.0,1.0,476.0,3,5.0,5.0,252,0.03,5.0,Private room,Private room in rental unit
315,1.0,1.0,817.0,8,4.75,5.0,87,0.08,4.75,Private room,Private room in condo
316,0.38,0.95,300.0,33,4.84,4.59,333,0.32,4.91,Private room,Private room in tiny home
317,0.99,1.0,2697.0,47,4.63,4.74,345,0.49,4.87,Entire home/apt,Entire rental unit
318,0.99,1.0,4798.0,105,5.0,4.96,87,1.13,4.97,Private room,Private room in rental unit
319,0.99,1.0,2141.0,39,4.96,5.0,0,0.44,5.0,Entire home/apt,Entire condo
320,0.75,1.0,908.0,67,4.8,4.9,365,0.69,5.0,Entire home/apt,Entire guest suite
321,1.0,1.0,998.0,77,4.9,4.7,171,0.82,4.92,Entire home/apt,Entire rental unit
322,1.0,1.0,1250.0,0,5.0,5.0,0,0.08,5.0,Private room,Private room in home
323,1.0,1.0,9077.0,8,5.0,5.0,364,0.08,5.0,Entire home/apt,Entire rental unit
324,0.99,1.0,3286.0,105,4.88,4.86,329,1.02,4.89,Entire home/apt,Entire rental unit
325,0.71,1.0,750.0,1,5.0,4.0,365,0.02,5.0,Private room,Private room in home
326,0.09,0.0,700.0,18,4.83,4.89,365,0.18,4.83,Private room,Private room in rental unit
327,0.71,1.0,750.0,16,4.63,4.44,365,0.22,4.69,Private room,Private room in home
328,0.71,1.0,750.0,3,5.0,4.67,365,0.05,5.0,Private room,Private room in home
329,1.0,0.99,341.0,356,4.96,4.66,344,3.69,4.84,Private room,Private room in home
330,1.0,1.0,630.0,27,5.0,4.64,90,0.26,4.96,Private room,Private room in rental unit
331,0.95,1.0,1235.0,249,4.9,4.95,334,2.6,5.0,Entire home/apt,Entire rental unit
332,0.93,1.0,2010.0,178,4.88,4.76,89,1.79,4.93,Entire home/apt,Entire loft
333,0.59,0.9,1500.0,31,4.59,4.58,240,0.32,4.43,Entire home/apt,Entire guesthouse
334,0.0,0.0,1100.0,54,4.76,4.93,178,0.57,4.91,Entire home/apt,Entire rental unit
335,1.0,1.0,976.0,145,4.81,4.83,344,1.43,4.96,Entire home/apt,Entire rental unit
336,1.0,1.0,1770.0,152,4.96,4.89,200,1.62,4.82,Entire home/apt,Entire condo
337,0.93,1.0,373.0,39,4.95,4.95,365,0.41,4.92,Private room,Private room in home
338,0.0,1.0,1200.0,82,4.94,4.98,319,0.82,4.99,Private room,Private room in rental unit
339,1.0,1.0,2482.0,95,4.99,4.95,318,1.46,5.0,Entire home/apt,Entire loft
340,0.0,1.0,530.0,54,4.89,4.81,89,1.01,4.81,Entire home/apt,Entire loft
341,1.0,1.0,860.0,254,4.84,4.9,286,3.12,4.98,Entire home/apt,Entire loft
342,0.9,1.0,755.0,223,4.89,4.74,81,2.24,4.86,Entire home/apt,Entire condo
343,1.0,1.0,800.0,60,4.57,4.82,359,0.75,4.83,Entire home/apt,Entire condo
344,0.98,1.0,299.0,10,5.0,4.5,112,0.41,4.8,Private room,Private room in rental unit
345,0.99,1.0,3476.0,113,4.87,4.9,189,1.09,4.76,Entire home/apt,Entire serviced apartment
346,1.0,1.0,1364.0,138,4.87,4.88,348,1.33,4.92,Entire home/apt,Entire rental unit
347,0.0,1.0,1700.0,0,4.89,4.85,254,1.4,4.93,Entire home/apt,Entire rental unit
348,1.0,1.0,1036.0,137,4.89,4.85,201,1.4,4.93,Entire home/apt,Entire loft
349,0.77,1.0,1971.0,61,4.98,4.93,365,0.61,4.96,Entire home/apt,Entire rental unit
350,0.77,1.0,285.0,53,4.96,4.79,358,0.55,4.96,Private room,Private room in rental unit
351,0.0,0.0,969.0,68,4.91,4.97,303,0.73,4.99,Entire home/apt,Entire loft
352,1.0,0.83,1168.0,3,5.0,5.0,168,0.31,5.0,Entire home/apt,Entire rental unit
353,0.89,0.83,480.0,65,4.87,4.57,363,0.65,4.85,Private room,Private room in loft
354,0.93,1.0,786.0,150,4.74,4.84,0,1.55,4.84,Entire home/apt,Entire rental unit
355,0.93,1.0,3728.0,16,4.93,5.0,0,2.29,5.0,Entire home/apt,Entire serviced apartment
356,1.0,1.0,620.0,191,5.0,4.95,324,2.15,4.98,Private room,Private room in bed and breakfast
357,0.99,1.0,1271.0,57,4.82,4.77,354,0.59,4.77,Entire home/apt,Entire rental unit
358,0.99,0.97,750.0,57,4.91,4.77,272,0.63,4.88,Entire home/apt,Entire rental unit
359,1.0,1.0,1829.0,11,4.55,4.82,365,0.13,4.91,Private room,Private room in home
360,0.9,1.0,779.0,128,4.88,4.84,73,1.24,4.9,Entire home/apt,Entire condo
361,0.99,0.97,750.0,50,4.98,4.92,263,0.56,4.94,Entire home/apt,Entire rental unit
362,1.0,0.98,545.0,14,4.85,5.0,363,0.17,5.0,Private room,Private room in home
363,0.94,0.98,360.0,1,4.0,5.0,358,0.01,5.0,Entire home/apt,Entire rental unit
364,0.94,0.98,1940.0,55,4.96,4.83,0,0.53,4.8,Entire home/apt,Entire rental unit
365,0.68,1.0,726.0,92,4.93,4.65,272,0.92,4.93,Entire home/apt,Entire rental unit
366,1.0,1.0,5446.0,0,4.71,4.79,0,1.26,4.95,Entire home/apt,Entire rental unit
367,1.0,1.0,772.0,116,4.71,4.79,52,1.26,4.95,Entire home/apt,Entire condo
368,0.67,0.8,1372.0,0,4.7,4.94,362,0.61,4.87,Entire home/apt,Entire home
369,0.67,0.8,1130.0,47,4.7,4.94,265,0.61,4.87,Entire home/apt,Entire rental unit
370,0.67,0.8,400.0,2,4.5,5.0,301,0.02,4.5,Private room,Private room in rental unit
371,1.0,1.0,1011.0,82,4.77,4.91,347,1.77,4.93,Entire home/apt,Entire rental unit
372,0.89,1.0,500.0,3,4.33,4.67,236,0.31,5.0,Entire home/apt,Entire rental unit
373,0.43,1.0,375.0,12,4.91,4.91,88,0.13,5.0,Private room,Private room in rental unit
374,0.91,0.7,908.0,0,5.0,4.79,363,1.58,4.93,Private room,Private room in loft
375,0.91,0.7,800.0,14,5.0,4.79,352,1.58,4.93,Private room,Private room in rental unit
376,1.0,0.71,1200.0,0,4.85,4.96,0,0.3,4.96,Entire home/apt,Entire rental unit
377,0.86,0.71,5247.0,27,4.85,4.96,365,0.3,4.96,Entire home/apt,Entire rental unit
378,0.88,1.0,729.0,22,4.95,4.91,26,0.24,4.95,Entire home/apt,Entire rental unit
379,0.8,1.0,1312.0,66,5.0,4.91,143,0.7,5.0,Entire home/apt,Entire townhouse
380,0.73,1.0,950.0,26,5.0,5.0,323,0.27,5.0,Entire home/apt,Entire rental unit
381,0.98,1.0,928.0,377,4.91,4.89,310,3.82,4.91,Entire home/apt,Entire loft
382,0.98,1.0,1809.0,273,4.98,4.92,15,2.75,4.96,Entire home/apt,Entire loft
383,0.0,1.0,707.0,0,4.93,4.82,364,0.78,4.86,Private room,Private room in condo
384,1.0,1.0,2600.0,73,4.93,4.82,349,0.78,4.86,Private room,Room in boutique hotel
385,1.0,1.0,635.0,112,4.97,4.86,17,1.17,4.98,Entire home/apt,Entire loft
386,1.0,1.0,1172.0,24,4.95,4.87,0,0.27,4.82,Entire home/apt,Entire condo
387,0.25,1.0,500.0,6,4.2,4.0,358,0.15,5.0,Entire home/apt,Entire loft
388,0.0,0.0,600.0,0,4.91,4.91,365,0.12,4.73,Private room,Private room in home
389,0.7,0.0,363.0,0,4.91,4.91,364,0.12,4.73,Private room,Private room in home
390,0.7,1.0,2542.0,11,4.91,4.91,364,0.12,4.73,Entire home/apt,Entire rental unit
391,1.0,1.0,1236.0,50,4.74,4.9,309,0.53,4.92,Entire home/apt,Entire loft
392,1.0,1.0,944.0,433,4.99,4.97,199,4.21,4.94,Entire home/apt,Entire rental unit
393,0.87,1.0,395.0,411,4.91,4.86,343,4.0,4.84,Private room,Private room in rental unit
394,0.67,0.5,354.0,16,5.0,5.0,282,0.16,5.0,Private room,Private room in rental unit
395,0.5,0.5,485.0,3,5.0,5.0,363,0.04,5.0,Private room,Private room in rental unit
396,1.0,1.0,866.0,304,4.94,4.84,254,3.1,4.89,Entire home/apt,Entire condo
397,0.94,0.63,800.0,125,4.52,4.61,365,1.3,4.79,Entire home/apt,Entire guesthouse
398,0.86,0.83,1036.0,71,5.0,4.97,331,0.72,5.0,Private room,Private room in guest suite
399,0.91,0.8,1017.0,107,4.95,4.71,325,1.36,4.9,Entire home/apt,Entire serviced apartment
400,0.91,1.0,353.0,13,5.0,4.69,85,0.14,4.92,Private room,Private room in home
401,1.0,0.5,800.0,2,5.0,4.0,309,0.03,5.0,Private room,Private room in rental unit
402,0.96,1.0,418.0,8,4.5,4.38,362,0.1,4.38,Private room,Private room in guesthouse
403,0.7,1.0,2926.0,2,5.0,5.0,364,0.03,5.0,Private room,Private room in rental unit
404,0.85,1.0,853.0,234,4.91,4.78,245,2.45,4.97,Entire home/apt,Entire rental unit
405,0.5,1.0,550.0,14,4.93,5.0,365,0.18,5.0,Private room,Private room in home
406,1.0,1.0,1089.0,228,4.93,4.96,321,2.56,4.99,Entire home/apt,Entire loft
407,0.94,0.98,1441.0,27,4.96,4.96,362,0.27,4.85,Entire home/apt,Entire rental unit
408,1.0,1.0,637.0,15,4.87,4.6,365,0.5,4.8,Entire home/apt,Entire guest suite
409,0.93,1.0,600.0,1,1.0,1.0,365,0.02,1.0,Private room,Private room in loft
410,0.93,1.0,3359.0,101,4.94,4.85,178,1.06,4.99,Entire home/apt,Entire rental unit
411,1.0,1.0,1006.0,34,4.74,4.88,220,0.34,4.88,Private room,Private room in home
412,0.98,1.0,392.0,0,5.0,4.91,87,0.48,4.89,Private room,Private room in rental unit
413,1.0,1.0,1321.0,47,5.0,4.91,110,0.48,4.89,Entire home/apt,Entire rental unit
414,0.43,0.8,476.0,18,4.13,4.65,365,0.2,4.69,Entire home/apt,Entire home
415,0.86,0.71,1670.0,33,5.0,4.91,365,0.37,4.97,Entire home/apt,Entire rental unit
416,0.88,1.0,601.0,46,5.0,4.93,37,0.45,5.0,Entire home/apt,Entire rental unit
417,0.0,1.0,290.0,67,4.86,4.96,362,0.68,4.97,Private room,Private room in home
418,0.85,1.0,14000.0,4,4.75,4.75,355,1.4,5.0,Entire home/apt,Entire townhouse
419,0.67,1.0,650.0,11,4.91,4.73,49,0.19,5.0,Private room,Private room in loft
420,0.87,1.0,545.0,305,4.85,4.76,125,3.16,4.87,Entire home/apt,Entire condo
421,0.76,1.0,480.0,21,5.0,4.95,362,0.22,5.0,Private room,Private room in home
422,1.0,1.0,337.0,22,4.67,4.62,106,0.22,4.86,Private room,Private room in rental unit
423,1.0,1.0,1452.0,203,4.9,4.92,325,2.11,4.99,Entire home/apt,Entire rental unit
424,0.92,1.0,1250.0,12,5.0,4.83,353,0.13,5.0,Entire home/apt,Entire rental unit
425,0.94,0.98,1214.0,48,4.91,4.94,361,0.49,4.67,Entire home/apt,Entire rental unit
426,0.99,0.97,750.0,123,4.91,4.78,278,1.29,4.95,Entire home/apt,Entire rental unit
427,1.0,1.0,272.0,3,3.67,3.67,364,0.05,3.67,Private room,Private room in rental unit
428,1.0,1.0,654.0,19,5.0,4.83,350,0.23,4.89,Private room,Private room in rental unit
429,1.0,1.0,908.0,0,4.9,4.94,89,2.73,4.95,Private room,Private room in rental unit
430,1.0,1.0,990.0,279,4.9,4.94,334,2.73,4.95,Entire home/apt,Entire home
431,0.91,1.0,353.0,23,4.96,4.65,61,0.24,5.0,Private room,Private room in home
432,1.0,1.0,600.0,19,5.0,4.94,273,0.23,4.94,Private room,Private room in rental unit
433,0.97,1.0,800.0,1,5.0,3.0,365,0.01,5.0,Private room,Private room in home
434,0.0,1.0,1420.0,11,4.36,5.0,173,0.11,5.0,Entire home/apt,Entire rental unit
435,1.0,1.0,3229.0,204,4.96,4.93,75,2.06,4.86,Entire home/apt,Entire rental unit
436,1.0,0.5,600.0,13,4.91,4.82,180,0.16,5.0,Entire home/apt,Entire loft
437,0.86,0.5,182.0,9,4.78,4.67,346,0.1,5.0,Shared room,Shared room in condo
438,0.87,1.0,2800.0,178,4.92,4.89,295,2.1,4.78,Entire home/apt,Entire rental unit
439,0.75,1.0,1362.0,7,5.0,5.0,283,0.08,5.0,Entire home/apt,Entire loft
440,0.8,1.0,400.0,24,4.96,5.0,272,0.24,5.0,Private room,Private room in guest suite
441,1.0,1.0,1500.0,12,4.83,5.0,0,0.12,5.0,Entire home/apt,Entire rental unit
442,1.0,1.0,702.0,302,4.91,4.9,198,3.08,4.86,Entire home/apt,Entire rental unit
443,1.0,0.9,450.0,70,4.68,4.93,302,0.73,4.91,Shared room,Shared room in home
444,1.0,1.0,837.0,224,4.95,4.84,292,2.28,4.86,Entire home/apt,Entire condo
445,0.97,1.0,3084.0,16,4.94,4.63,364,0.16,4.63,Entire home/apt,Entire home
446,0.0,1.0,1463.0,0,4.77,4.77,365,0.27,4.73,Private room,Private room in rental unit
447,1.0,1.0,410.0,25,4.77,4.77,209,0.27,4.73,Entire home/apt,Entire home
448,1.0,1.0,973.0,327,4.94,4.94,339,3.34,4.89,Private room,Private room in loft
449,0.98,1.0,672.0,255,4.97,4.79,339,2.68,4.87,Private room,Private room in home
450,0.0,0.0,353.0,31,4.93,4.52,83,0.34,4.93,Private room,Private room in condo
451,0.93,1.0,734.0,117,4.63,4.84,63,1.2,4.92,Entire home/apt,Entire loft
452,0.0,0.0,420.0,3,5.0,5.0,363,0.04,5.0,Private room,Private room in rental unit
453,0.94,0.98,2200.0,10,5.0,4.7,168,1.08,5.0,Entire home/apt,Entire condo
454,0.94,0.98,1060.0,25,5.0,4.92,364,0.28,4.76,Entire home/apt,Entire rental unit
455,1.0,1.0,1000.0,64,4.9,4.73,334,0.68,5.0,Entire home/apt,Entire rental unit
456,1.0,1.0,980.0,91,4.98,4.82,156,0.95,4.98,Entire home/apt,Entire rental unit
457,0.89,1.0,1526.0,6,4.83,5.0,327,0.59,4.17,Entire home/apt,Entire rental unit
458,1.0,1.0,1271.0,16,5.0,5.0,87,0.22,4.94,Entire home/apt,Entire home
459,1.0,1.0,1126.0,30,4.73,4.77,299,0.31,4.87,Entire home/apt,Entire rental unit
460,1.0,1.0,508.0,3,3.67,4.33,0,0.03,5.0,Private room,Private room in home
461,1.0,1.0,1725.0,13,5.0,4.85,88,0.14,5.0,Entire home/apt,Entire rental unit
462,1.0,1.0,576.0,223,4.94,4.73,341,2.33,4.88,Entire home/apt,Entire rental unit
463,0.98,1.0,1542.0,139,4.98,4.96,188,1.53,4.95,Entire home/apt,Entire condo
464,1.0,1.0,209.0,2,5.0,5.0,347,0.02,5.0,Private room,Private room in rental unit
465,0.67,0.8,400.0,8,4.88,4.13,291,0.11,5.0,Private room,Private room in rental unit
466,0.67,0.8,500.0,5,4.4,3.4,365,0.06,4.0,Private room,Private room in home
467,0.67,0.8,350.0,8,4.38,4.25,363,0.11,4.25,Private room,Private room in rental unit
468,1.0,1.0,2269.0,28,5.0,4.96,56,0.3,5.0,Entire home/apt,Entire rental unit
469,0.95,1.0,511.0,112,4.98,4.94,162,1.79,4.99,Private room,Private room in rental unit
470,1.0,1.0,408.0,36,5.0,4.82,328,0.38,4.88,Private room,Private room in rental unit
471,1.0,1.0,1009.0,73,4.55,4.64,352,0.75,4.86,Entire home/apt,Entire loft
472,0.96,1.0,272.0,25,4.8,4.48,354,0.26,4.72,Shared room,Shared room in guesthouse
473,1.0,1.0,760.0,350,4.95,4.79,326,3.73,4.78,Entire home/apt,Entire loft
474,1.0,1.0,645.0,73,4.97,4.9,302,0.76,4.97,Private room,Private room in rental unit
475,0.67,1.0,1089.0,50,4.76,4.52,304,0.73,4.36,Entire home/apt,Entire rental unit
476,0.93,1.0,1451.0,117,4.94,4.54,289,1.25,4.82,Entire home/apt,Entire home
477,0.46,0.6,538.0,27,4.91,4.85,89,0.34,4.96,Private room,Private room in rental unit
478,0.46,0.6,1976.0,23,4.86,4.77,308,0.25,4.91,Entire home/apt,Entire loft
479,1.0,1.0,570.0,33,5.0,4.94,342,0.34,4.97,Private room,Private room in rental unit
480,0.97,1.0,2122.0,284,4.99,4.92,32,2.9,4.99,Entire home/apt,Entire rental unit
481,0.67,1.0,1068.0,54,4.63,4.85,361,0.59,4.94,Entire home/apt,Entire condo
482,1.0,1.0,1372.0,76,5.0,4.93,87,0.88,4.92,Entire home/apt,Entire rental unit
483,1.0,1.0,966.0,320,4.94,4.77,141,3.32,4.97,Entire home/apt,Entire condo
484,0.96,1.0,520.0,36,4.94,4.92,148,0.38,4.89,Private room,Private room in home
485,1.0,1.0,1555.0,149,4.87,4.96,359,1.53,4.97,Entire home/apt,Entire loft
486,0.97,1.0,2306.0,165,4.79,4.94,144,1.72,4.98,Entire home/apt,Entire loft
487,1.0,1.0,840.0,104,4.97,4.98,255,1.11,4.88,Private room,Private room in rental unit
488,0.91,1.0,199.0,19,4.79,4.84,161,0.24,5.0,Private room,Private room in rental unit
489,0.86,1.0,2206.0,2,5.0,5.0,291,0.02,5.0,Private room,Private room in home
490,0.96,1.0,620.0,36,4.94,5.0,173,0.38,4.97,Private room,Private room in home
491,0.95,1.0,800.0,128,4.91,4.84,171,1.36,4.88,Entire home/apt,Entire home
492,0.98,1.0,1343.0,18,5.0,5.0,0,0.19,5.0,Entire home/apt,Entire condo
493,0.98,1.0,1317.0,125,4.9,4.8,336,1.3,4.81,Entire home/apt,Entire rental unit
494,1.0,1.0,277.0,28,4.89,4.75,335,0.35,4.79,Entire home/apt,Entire loft
495,0.67,1.0,726.0,174,4.86,4.83,0,1.85,4.94,Entire home/apt,Entire rental unit
496,0.67,1.0,700.0,9,5.0,4.78,365,0.1,5.0,Private room,Private room in rental unit
497,0.0,0.0,2179.0,94,4.94,4.83,365,1.01,4.92,Entire home/apt,Entire rental unit
498,1.0,1.0,1000.0,12,4.92,5.0,0,0.13,5.0,Private room,Private room in rental unit
499,1.0,1.0,320.0,137,4.9,4.62,351,1.47,4.9,Shared room,Shared room in home
500,1.0,1.0,1302.0,150,5.0,5.0,299,1.63,5.0,Private room,Private room in home
501,0.86,1.0,2808.0,2,5.0,4.5,301,0.03,5.0,Entire home/apt,Entire loft
502,0.33,1.0,215.0,10,5.0,5.0,299,0.11,4.9,Private room,Private room in home
503,1.0,1.0,2085.0,210,4.96,4.84,150,2.45,4.63,Entire home/apt,Entire rental unit
504,0.33,1.0,230.0,14,5.0,4.93,272,0.15,5.0,Private room,Private room in home
505,0.77,1.0,1452.0,0,4.97,4.87,365,1.0,4.82,Entire home/apt,Entire rental unit
506,0.77,1.0,3527.0,93,4.97,4.87,343,1.0,4.82,Private room,Private room in home
507,1.0,1.0,517.0,167,4.96,4.74,280,1.88,4.9,Private room,Private room in home
508,0.5,1.0,900.0,10,5.0,5.0,337,0.11,4.6,Private room,Private room in rental unit
509,0.0,0.6,600.0,0,4.89,4.95,363,0.64,4.93,Private room,Private room in rental unit
510,0.94,0.6,400.0,48,4.89,4.95,3,0.64,4.93,Private room,Private room in rental unit
511,0.87,1.0,1030.0,198,4.93,4.89,335,2.18,4.82,Entire home/apt,Entire rental unit
512,0.65,1.0,2179.0,1,5.0,5.0,365,0.01,5.0,Entire home/apt,Entire rental unit
513,0.98,1.0,349.0,7,4.86,4.57,148,0.07,4.86,Private room,Private room in rental unit
514,0.75,1.0,880.0,31,4.97,4.97,178,0.33,5.0,Private room,Private room in rental unit
515,0.0,0.33,200.0,0,5.0,4.91,363,0.12,5.0,Shared room,Shared room in rental unit
516,0.75,1.0,990.0,11,5.0,4.91,178,0.12,5.0,Private room,Private room in condo
517,0.99,1.0,800.0,0,4.72,4.47,365,0.89,4.79,Private room,Private room in rental unit
518,0.99,1.0,890.0,77,4.72,4.47,173,0.89,4.79,Entire home/apt,Entire loft
519,0.99,1.0,1716.0,358,4.93,4.91,1,3.85,4.89,Entire home/apt,Entire rental unit
520,0.97,1.0,1416.0,83,4.97,4.89,167,1.26,5.0,Entire home/apt,Entire rental unit
521,1.0,1.0,508.0,433,4.94,4.56,341,4.54,4.82,Entire home/apt,Entire loft
522,0.99,1.0,1466.0,154,4.97,4.96,75,1.88,4.98,Entire home/apt,Entire loft
523,1.0,1.0,300.0,19,4.78,4.61,0,0.2,4.83,Private room,Private room in rental unit
524,1.0,1.0,1733.0,192,4.97,4.92,165,2.03,4.99,Entire home/apt,Entire rental unit
525,0.0,0.0,500.0,1,5.0,5.0,179,0.01,5.0,Private room,Private room in home
526,0.97,1.0,1879.0,1,3.0,5.0,89,0.01,5.0,Entire home/apt,Entire home
527,0.98,1.0,600.0,11,4.91,4.64,363,0.14,4.91,Private room,Private room in rental unit
528,0.98,1.0,1003.0,330,4.9,4.66,151,3.64,4.76,Entire home/apt,Entire rental unit
529,0.03,0.13,335.0,5,5.0,5.0,320,0.06,5.0,Private room,Private room in rental unit
530,0.66,0.95,900.0,0,4.75,4.81,365,0.55,4.75,Private room,Private room in home
531,0.66,0.95,11346.0,0,4.75,4.81,365,0.55,4.75,Private room,Private room in bed and breakfast
532,1.0,1.0,745.0,53,4.75,4.81,325,0.55,4.75,Entire home/apt,Entire condo
533,0.66,0.95,9602.0,7,3.86,3.86,365,0.08,3.86,Hotel room,Room in bed and breakfast
534,0.92,1.0,437.0,119,4.9,4.89,33,1.44,4.92,Entire home/apt,Entire rental unit
535,0.83,0.0,1336.0,101,4.98,4.81,212,1.15,4.99,Entire home/apt,Entire rental unit
536,0.0,0.0,400.0,6,5.0,5.0,358,0.06,5.0,Private room,Private room in rental unit
537,1.0,1.0,1150.0,38,4.81,4.72,118,0.42,4.75,Entire home/apt,Entire rental unit
538,0.87,1.0,900.0,37,4.94,4.95,135,0.41,4.97,Private room,Private room in home
539,0.94,0.98,723.0,45,4.8,4.52,0,0.48,4.55,Entire home/apt,Entire rental unit
540,1.0,1.0,419.0,111,4.94,4.55,353,1.2,4.86,Private room,Private room in condo
541,1.0,1.0,3329.0,94,4.95,4.87,332,0.98,4.86,Private room,Room in boutique hotel
542,1.0,1.0,1058.0,482,4.86,4.77,342,5.24,4.86,Entire home/apt,Entire rental unit
543,1.0,1.0,594.0,36,4.94,4.97,241,0.43,4.97,Private room,Private room in home
544,1.0,1.0,31386.0,40,4.97,4.92,365,0.42,5.0,Entire home/apt,Entire rental unit
545,1.0,1.0,726.0,2,5.0,5.0,363,0.11,5.0,Private room,Private room in rental unit
546,1.0,1.0,850.0,49,4.89,4.83,365,0.53,4.89,Entire home/apt,Entire loft
547,1.0,1.0,1452.0,0,4.77,4.74,365,2.65,4.91,Entire home/apt,Entire rental unit
548,1.0,1.0,693.0,234,4.77,4.74,327,2.65,4.91,Entire home/apt,Entire rental unit
549,0.0,1.0,900.0,0,4.88,4.88,358,2.74,4.91,Private room,Private room in rental unit
550,0.95,1.0,1779.0,32,4.88,4.88,81,2.74,4.91,Entire home/apt,Entire cabin
551,1.0,1.0,890.0,200,4.99,4.89,312,2.15,4.95,Entire home/apt,Entire loft
552,0.94,1.0,300.0,2,5.0,5.0,87,0.02,5.0,Private room,Private room in home
553,0.94,0.6,350.0,83,4.49,4.65,334,0.91,4.81,Private room,Private room in home
554,0.83,1.0,1100.0,83,4.93,4.95,8,0.89,4.99,Entire home/apt,Entire condo
555,1.0,1.0,700.0,229,4.95,4.81,139,2.44,4.8,Entire home/apt,Entire loft
556,1.0,1.0,3000.0,196,4.99,4.87,333,2.23,4.94,Entire home/apt,Entire rental unit
557,1.0,1.0,2207.0,26,4.69,4.42,330,0.28,4.73,Private room,Room in boutique hotel
558,0.96,1.0,2561.0,147,4.9,4.8,346,1.54,4.91,Entire home/apt,Entire home
559,0.93,1.0,1152.0,111,4.71,4.8,75,1.19,4.92,Entire home/apt,Entire rental unit
